date	Portfolio	ccy-1	ccy-2
14/11/2019	FXTEST	1.16844269957001	0.88656412075003
13/11/2019	FXTEST	1.16597679706173	0.88432967810400
12/11/2019	FXTEST	1.16603117967374	0.88347027122537
11/11/2019	FXTEST	1.16690199190170	0.87753937957966
08/11/2019	FXTEST	1.16072568569869	0.87765892730000
07/11/2019	FXTEST	1.16071221301390	0.87627059235892
06/11/2019	FXTEST	1.16246628847763	0.87765490609093
05/11/2019	FXTEST	1.16202052128240	0.87669311357559
04/11/2019	FXTEST	1.15805076894571	0.88160098739311
01/11/2019	FXTEST	1.15908432338452	0.88191198518388
31/10/2019	FXTEST	1.16099520508980	0.88570036756565
30/10/2019	FXTEST	1.15699228286147	0.88683930471799
29/10/2019	FXTEST	1.16067179683600	0.87827156156684
28/10/2019	FXTEST	1.15916493757896	0.87981699806440
25/10/2019	FXTEST	1.15742080348152	0.88129020886578
24/10/2019	FXTEST	1.15712616146538	0.88090204369274
23/10/2019	FXTEST	1.15876197870195	0.88163985012123
22/10/2019	FXTEST	1.15928587989798	0.87846444415162
21/10/2019	FXTEST	1.16490377894785	0.87788605039066
18/10/2019	FXTEST	1.15788986151637	0.87919817126780
17/10/2019	FXTEST	1.15508120220851	0.88319717376904
16/10/2019	FXTEST	1.15842639358695	0.87970090169342
15/10/2019	FXTEST	1.15783623564283	0.88132904419865
14/10/2019	FXTEST	1.14163070529944	0.88515158220845
11/10/2019	FXTEST	1.14879147137211	0.88210647025096
10/10/2019	FXTEST	1.11529968102429	0.87997184090109
09/10/2019	FXTEST	1.11274313437486	0.87546509082950
08/10/2019	FXTEST	1.11487691758829	0.87600192720424
07/10/2019	FXTEST	1.12083748977235	0.87627059235892
04/10/2019	FXTEST	1.11987099086185	0.87619381407167
03/10/2019	FXTEST	1.12931823058419	0.87661626123165
02/10/2019	FXTEST	1.12406281262996	0.87692375147981
01/10/2019	FXTEST	1.11973305563953	0.87443161944736
30/09/2019	FXTEST	1.12893575226633	0.87366765682334
27/09/2019	FXTEST	1.12449257272655	0.88082445168678
26/09/2019	FXTEST	1.12731945978851	0.87765490609093
25/09/2019	FXTEST	1.12949680917151	0.87642418930762
24/09/2019	FXTEST	1.13086723562735	0.87260034904014
23/09/2019	FXTEST	1.13375843682600	0.87389670540942
20/09/2019	FXTEST	1.13515108860989	0.86880973066898
19/09/2019	FXTEST	1.12948405168519	0.86782955827475
18/09/2019	FXTEST	1.12857900617332	0.87126987584404
17/09/2019	FXTEST	1.12990520095364	0.87210569921074
16/09/2019	FXTEST	1.12929272396697	0.87408767099340
13/09/2019	FXTEST	1.12415126579432	0.87753937957966
12/09/2019	FXTEST	1.12345888267905	0.87873462214411
11/09/2019	FXTEST	1.12225888267905	0.87966220971147
10/09/2019	FXTEST	1.11891867699055	0.87989441267048
09/09/2019	FXTEST	1.11622092244497	0.88051422030466
06/09/2019	FXTEST	1.11477749041291	0.87881184638369
05/09/2019	FXTEST	1.11624584198423	0.88063053146053
04/09/2019	FXTEST	1.10553430472947	0.87730841777427
03/09/2019	FXTEST	1.10304661474993	0.87446985265183
02/09/2019	FXTEST	1.09960194409623	0.87507623000000
30/08/2019	FXTEST	1.10302228105007	0.87527352297593
29/08/2019	FXTEST	1.10282765009484	0.87001914042109
28/08/2019	FXTEST	1.10338739931589	0.87199162888036
27/08/2019	FXTEST	1.01012324533000	0.87492891202590
26/08/2019	FXTEST	1.09974705817661	0.87650100797616
23/08/2019	FXTEST	1.10489912271009	0.87888908419757
22/08/2019	FXTEST	1.10554652692558	0.88063053146053
21/08/2019	FXTEST	1.09346979836416	0.88276836158192
20/08/2019	FXTEST	1.09423556703287	0.88683930471799
19/08/2019	FXTEST	1.09363721866182	0.88495575221239
16/08/2019	FXTEST	1.09374487307090	0.88601426482966
15/08/2019	FXTEST	1.09065526568362	0.88683930471799
14/08/2019	FXTEST	1.08250882244690	0.88794175102113
13/08/2019	FXTEST	1.07886503398424	0.88456435205661
12/08/2019	FXTEST	1.07715673707681	0.88233996558874
09/08/2019	FXTEST	1.07820199036087	0.88105726872247
08/08/2019	FXTEST	1.08324757623354	0.88129020886578
07/08/2019	FXTEST	1.08350579133845	0.88191198518388
06/08/2019	FXTEST	1.08796170374802	0.88136788295435
05/08/2019	FXTEST	1.08542277216976	0.88028169014085
02/08/2019	FXTEST	1.09138136138911	0.87861881122875
01/08/2019	FXTEST	1.09849067381417	0.87623220153341
31/07/2019	FXTEST	1.09623428700000	0.87819443224730
30/07/2019	FXTEST	1.09090512398136	0.88311917693293
29/07/2019	FXTEST	1.09871999121024	0.88460347649166
26/07/2019	FXTEST	1.11333778668448	0.88358736470068
25/07/2019	FXTEST	1.11967036904335	0.89019450749989
24/07/2019	FXTEST	1.12164208401099	0.89023413157660
23/07/2019	FXTEST	1.11564807996965	0.89094796863863
22/07/2019	FXTEST	1.11364775321565	0.88691796008869
19/07/2019	FXTEST	1.11424337303753	0.88417329796640
18/07/2019	FXTEST	1.11297844160758	0.88464260438783
17/07/2019	FXTEST	1.10716223248192	0.88300220750552
16/07/2019	FXTEST	1.10630483123319	0.88202866593164
15/07/2019	FXTEST	1.11129632716563	0.88140672513331
12/07/2019	FXTEST	1.11619600401830	0.88090204369274
11/07/2019	FXTEST	1.11429303678281	0.88028169014085
10/07/2019	FXTEST	1.11058050042757	0.88636766530757
09/07/2019	FXTEST	1.11243367114235	0.88319717376904
08/07/2019	FXTEST	1.11567297393787	0.88648552812375
05/07/2019	FXTEST	1.11450415710050	0.88896790825851
04/07/2019	FXTEST	1.11478991783998	0.88999644001424
03/07/2019	FXTEST	1.11363535124058	0.89032300000000
02/07/2019	FXTEST	1.11503852458102	0.89106705279572
01/07/2019	FXTEST	1.11700642278693	0.89353527230487
28/06/2019	FXTEST	1.11405095782877	0.89051159891358
