date	Portfolio	ccy-1	ccy-2
27/06/2019	FXTEST	1.11505095782877	0.89158345221113
26/06/2019	FXTEST	1.11454142193194	0.89098765982091
25/06/2019	FXTEST	1.11735588902421	0.88798117479909
24/06/2019	FXTEST	1.11721857264155	0.88711465956975
21/06/2019	FXTEST	1.12145340361108	0.88880988356591
20/06/2019	FXTEST	1.12498593767577	0.88711465956975
19/06/2019	FXTEST	1.12616417221302	0.88382164479208
18/06/2019	FXTEST	1.12092543603999	0.88440788891837
17/06/2019	FXTEST	1.11848065587705	0.88495575221239
14/06/2019	FXTEST	1.12320427716188	0.88476000884760
13/06/2019	FXTEST	1.12536574386675	0.88936321593739
12/06/2019	FXTEST	1.12416390309707	0.88908646365859
11/06/2019	FXTEST	1.12407544794406	0.88853347549869
10/06/2019	FXTEST	1.12123964254880	0.89229945569733
07/06/2019	FXTEST	1.12516314865655	0.89253837915030
06/06/2019	FXTEST	1.12711616059151	0.89423120000000
05/06/2019	FXTEST	1.13046722210289	0.89512332000000
04/06/2019	FXTEST	1.12847712012638	0.89561595987641
03/06/2019	FXTEST	1.12747198232123	0.89521340000000
31/05/2019	FXTEST	1.12818430018727	0.88960056934436
30/05/2019	FXTEST	1.13152892187924	0.89413447782546
29/05/2019	FXTEST	1.13354266087804	0.89389469920443
28/05/2019	FXTEST	1.13440421090843	0.89325591782046
27/05/2019	FXTEST	1.13296474213722	0.89385474860335
24/05/2019	FXTEST	1.13261827366322	0.89253837915030
23/05/2019	FXTEST	1.13597637169146	0.89047195013357
22/05/2019	FXTEST	1.13480328185109	0.88926321593739
21/05/2019	FXTEST	1.14310536002103	0.88936321593739
20/05/2019	FXTEST	1.14070609707408	0.89190153407064
17/05/2019	FXTEST	1.14087527951444	0.89225964755744
16/05/2019	FXTEST	1.14434806490742	0.89465443972266
15/05/2019	FXTEST	1.14780253205238	0.89613764674254
14/05/2019	FXTEST	1.15211355231171	0.89561595987641
13/05/2019	FXTEST	1.15492111888758	0.89437438511761
10/05/2019	FXTEST	1.15884254806299	0.89661974356675
09/05/2019	FXTEST	1.15939340537031	0.89690120633212
08/05/2019	FXTEST	1.16029471485757	0.89245872378402
07/05/2019	FXTEST	1.16638479034233	0.89357519435260
06/05/2019	FXTEST	1.16959064327485	0.89485458612975
03/05/2019	FXTEST	1.17252538517458	0.89750493627715
02/05/2019	FXTEST	1.16532460116765	0.89871483778197
01/05/2019	FXTEST	1.16399529745899	0.89702188733405
30/04/2019	FXTEST	1.16132378974382	0.89261804873695
29/04/2019	FXTEST	1.15740740740740	0.89031339031339
26/04/2019	FXTEST	1.57284634000000	0.88786291396608
25/04/2019	FXTEST	1.56832462754000	0.88640694943048
24/04/2019	FXTEST	1.15659083286105	0.88206756637558
23/04/2019	FXTEST	1.15422793693298	0.88370448921881
22/04/2019	FXTEST	1.15296369317330	0.88374353762538
19/04/2019	FXTEST	1.15612282648908	0.88343124696321
18/04/2019	FXTEST	1.15692535517608	0.88723272114276
17/04/2019	FXTEST	1.15452110464579	0.89086859688196
16/04/2019	FXTEST	1.15521463887990	0.89078923926599
15/04/2019	FXTEST	1.15972955106869	0.89405453732678
12/04/2019	FXTEST	1.15815806541276	0.89158345221113
11/04/2019	FXTEST	1.16073915869625	0.88577882102839
10/04/2019	FXTEST	1.16327765110976	0.88331419485911
09/04/2019	FXTEST	1.15742080348152	0.87804021424181
08/04/2019	FXTEST	1.15872169822252	0.87842586085734
05/04/2019	FXTEST	1.15921868660522	0.87904360056259
04/04/2019	FXTEST	1.16641200004665	0.87958483595743
03/04/2019	FXTEST	1.17168734694834	0.87888908419757
02/04/2019	FXTEST	1.16422567350455	0.88304119387169
01/04/2019	FXTEST	1.17068602200889	0.88526912181303
29/03/2019	FXTEST	1.16834653200000	0.88536766530757
28/03/2019	FXTEST	1.16464600584652	0.88636766530757
27/03/2019	FXTEST	1.17237417494167	0.89110675458920
26/03/2019	FXTEST	1.17144028583142	0.89154370793028
25/03/2019	FXTEST	1.16555550375308	0.89237908263430
22/03/2019	FXTEST	1.17155007790808	0.88888888888889
21/03/2019	FXTEST	1.15048320294523	0.88873089228582
20/03/2019	FXTEST	1.16173702920606	0.88869140191069
19/03/2019	FXTEST	1.16905738902722	0.88786291396608
18/03/2019	FXTEST	1.16594960765795	0.89110675458920
15/03/2019	FXTEST	1.17249788950379	0.89082891630662
14/03/2019	FXTEST	1.17485343703373	0.89166295140437
13/03/2019	FXTEST	1.16959064327485	0.89110675458920
12/03/2019	FXTEST	1.16164256258349	0.89102735453978
11/03/2019	FXTEST	1.16652085156022	0.89686098654709
08/03/2019	FXTEST	1.15850691628629	0.89742439199497
07/03/2019	FXTEST	1.16780138034123	0.89609749540750
06/03/2019	FXTEST	1.16200701852239	0.89879561387740
05/03/2019	FXTEST	1.15981025504227	0.89831117499102
04/03/2019	FXTEST	1.16337238386635	0.89778695515554
01/03/2019	FXTEST	1.16295297018188	0.90244334000000
28/02/2019	FXTEST	1.16512093955352	0.90440444966989
27/02/2019	FXTEST	1.17150890346766	0.90073860565664
26/02/2019	FXTEST	1.16531102151164	0.89405453732678
25/02/2019	FXTEST	1.15176854059408	0.89397461112104
22/02/2019	FXTEST	1.15133093856498	0.89166295140437
21/02/2019	FXTEST	1.15141047783534	0.89273757978842
20/02/2019	FXTEST	1.15101289134438	0.89277743058655
19/02/2019	FXTEST	1.14972923876427	0.89146422999777
18/02/2019	FXTEST	1.14330139711430	0.89369498190268
15/02/2019	FXTEST	1.14069308511851	0.89686098654709
14/02/2019	FXTEST	1.13311879617459	0.90025207057976
13/02/2019	FXTEST	1.14153948014292	0.90057636887608
12/02/2019	FXTEST	1.14013385171419	0.90122566690699
11/02/2019	FXTEST	1.14091432874305	0.90179457119668
08/02/2019	FXTEST	1.14273960392645	0.90138813773211
07/02/2019	FXTEST	1.14240018278402	0.90244562765093
06/02/2019	FXTEST	1.13921166552745	0.90000900009000
05/02/2019	FXTEST	1.13419834860720	0.89980654159356
04/02/2019	FXTEST	1.14488522525616	0.90124300000000
01/02/2019	FXTEST	1.14187838995147	0.90293453724605
31/01/2019	FXTEST	1.14337983077978	0.90362806668775
30/01/2019	FXTEST	1.14411239760194	0.90604330887016
29/01/2019	FXTEST	1.14834957200000	0.91170169120664
28/01/2019	FXTEST	1.15036409023455	0.91232551774473
25/01/2019	FXTEST	1.15537480358628	0.90661831368994
24/01/2019	FXTEST	1.14856716246482	0.90538705296514
23/01/2019	FXTEST	1.14825064014973	0.90522313750339
22/01/2019	FXTEST	1.14079718907572	0.90448625180897
21/01/2019	FXTEST	1.13475177304964	0.90571506204148
18/01/2019	FXTEST	1.13538307825060	0.90933891061199
17/01/2019	FXTEST	1.13413403195989	0.90670051681929
16/01/2019	FXTEST	1.12851532523811	0.90228277542182
15/01/2019	FXTEST	1.11948235136073	0.90925622840516
14/01/2019	FXTEST	1.12570778877219	0.90497737556561
11/01/2019	FXTEST	1.11714368702102	0.90424088977304
10/01/2019	FXTEST	1.10869661625792	0.90456806874717
09/01/2019	FXTEST	1.10712545945706	0.90826521344233
08/01/2019	FXTEST	1.11264408740931	0.90962735000000
07/01/2019	FXTEST	1.11418129958106	0.91124248000000
04/01/2019	FXTEST	1.11502609161054	0.91257528746122
03/01/2019	FXTEST	1.10606010330601	0.91399323645005
02/01/2019	FXTEST	1.11059283445503	0.91340884179759
31/12/2018	FXTEST	1.11715616726062	0.91667430561921
28/12/2018	FXTEST	1.10929925566019	0.91608647856358
27/12/2018	FXTEST	1.10791048083314	0.91357573542847
26/12/2018	FXTEST	1.11097532523802	0.91033227127902
24/12/2018	FXTEST	1.11430545341088	0.91082976591675
21/12/2018	FXTEST	1.11058050042757	0.90954568193188
20/12/2018	FXTEST	1.10683136317350	0.91282519397535
19/12/2018	FXTEST	1.10702740999867	0.91070534128683
18/12/2018	FXTEST	1.11171637891741	0.90818272636454
17/12/2018	FXTEST	1.11233467925829	0.90587915572063
14/12/2018	FXTEST	1.11179053866251	0.90702947845805
13/12/2018	FXTEST	1.11209964412811	0.90608435645359
12/12/2018	FXTEST	1.11383381599465	0.90481360839667
11/12/2018	FXTEST	1.10642723581283	0.89952325267608
10/12/2018	FXTEST	1.10177054526624	0.89758549501840
07/12/2018	FXTEST	1.12027245025990	0.89718284586399
06/12/2018	FXTEST	1.12304813254568	0.89839187853742
05/12/2018	FXTEST	1.12307813254568	0.89952325267608
04/12/2018	FXTEST	1.12121449954590	0.90041419052764
03/12/2018	FXTEST	1.12249823206528	0.90163195383644
30/11/2018	FXTEST	1.12238484331507	0.90155066714749
29/11/2018	FXTEST	1.12212035862966	0.89960417416337
28/11/2018	FXTEST	1.13067173207602	0.89911886351376
27/11/2018	FXTEST	1.12838798492473	0.89653935807782
26/11/2018	FXTEST	1.13096584483148	0.89525514771710
23/11/2018	FXTEST	1.12879557512134	0.89645898700134
22/11/2018	FXTEST	1.12834978843441	0.90309762485325
21/11/2018	FXTEST	1.12173015659352	0.90305684742855
20/11/2018	FXTEST	1.12389857939219	0.91282519397535
19/11/2018	FXTEST	1.24764532800000	0.91070534128683
16/11/2018	FXTEST	1.12672247698669	0.90041419052764
15/11/2018	FXTEST	1.12959887943791	0.90587915572063
14/11/2018	FXTEST	1.14998045033234	0.89525514771710
